facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,image4_1,image4_2,image4_3,query
Find a synopsis of Doctor Zhivago.,F0446,208,doctor zhivago,208_Q04313_371_1.jpg,208_Q04313_371_2.jpg,208_Q04313_371_3.jpg,208_Q03421_137_1.jpg,208_Q03421_137_2.jpg,208_Q03421_137_3.jpg,208_Q02122_1072_1.jpg,208_Q02122_1072_2.jpg,208_Q02122_1072_3.jpg,208_Q01248_1660_1.jpg,208_Q01248_1660_2.jpg,208_Q01248_1660_3.jpg,"Seeking a synopsis of the 1957 novel ""Doctor Zhivago."""
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,213_Q03486_31_1.jpg,213_Q03486_31_2.jpg,213_Q03486_31_3.jpg,Interested in understanding the symptoms and prevention of carpal tunnel syndrome.
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q04313_371_1.jpg,208_Q04313_371_2.jpg,208_Q04313_371_3.jpg,208_Q02248_2328_1.jpg,208_Q02248_2328_2.jpg,208_Q02248_2328_3.jpg,208_Q02645_2118_1.jpg,208_Q02645_2118_2.jpg,208_Q02645_2118_3.jpg,208_Q04314_372_1.jpg,208_Q04314_372_2.jpg,208_Q04314_372_3.jpg,To know who won the Oscar.
Which activities are prevalent among CTS sufferers?,F0478,213,carpal tunnel syndrome,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,213_Q01081_3358_1.jpg,213_Q01081_3358_2.jpg,213_Q01081_3358_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,The user is interested in understanding the commonalities shared by people who suffer from a certain disorder.
Find information about home theater receivers.,F0470,212,home theater systems,212_Q01403_869_1.jpg,212_Q01403_869_2.jpg,212_Q01403_869_3.jpg,212_Q03173_1195_1.jpg,212_Q03173_1195_2.jpg,212_Q03173_1195_3.jpg,212_Q01150_2658_1.jpg,212_Q01150_2658_2.jpg,212_Q01150_2658_3.jpg,212_Q04242_300_1.jpg,212_Q04242_300_2.jpg,212_Q04242_300_3.jpg,Find information about home theater receivers to help design a home theater system.
Find quotes from Mister Rogers.,F0687,278,mister rogers,278_Q04466_524_1.jpg,278_Q04466_524_2.jpg,278_Q04466_524_3.jpg,278_Q00488_1611_1.jpg,278_Q00488_1611_2.jpg,278_Q00488_1611_3.jpg,278_Q00320_3500_1.jpg,278_Q00320_3500_2.jpg,278_Q00320_3500_3.jpg,278_Q04470_528_1.jpg,278_Q04470_528_2.jpg,278_Q04470_528_3.jpg,Finding quotes from Mister Rogers.
What does the US capital tax rate consist of and how is it broken down?,F0481,214,capital gains tax rate,214_Q01559_1687_1.jpg,214_Q01559_1687_2.jpg,214_Q01559_1687_3.jpg,214_Q04202_260_1.jpg,214_Q04202_260_2.jpg,214_Q04202_260_3.jpg,214_Q02742_1598_1.jpg,214_Q02742_1598_2.jpg,214_Q02742_1598_3.jpg,214_Q04201_259_1.jpg,214_Q04201_259_2.jpg,214_Q04201_259_3.jpg,Understanding the components and breakdown of the U.S. capital gains tax rate.
Can I grow a kiwi fruit tree?,F0962,74,kiwi,74_Q03671_2681_1.jpg,74_Q03671_2681_2.jpg,74_Q03671_2681_3.jpg,74_Q04147_205_1.jpg,74_Q04147_205_2.jpg,74_Q04147_205_3.jpg,74_Q04143_201_1.jpg,74_Q04143_201_2.jpg,74_Q04143_201_3.jpg,74_Q02232_901_1.jpg,74_Q02232_901_2.jpg,74_Q02232_901_3.jpg,Learn how to prepare kiwis and grow a kiwi fruit tree.
What is a normal heart rate when a person is resting?,F0625,26,lower heart rate,26_Q04481_539_1.jpg,26_Q04481_539_2.jpg,26_Q04481_539_3.jpg,26_Q02538_1834_1.jpg,26_Q02538_1834_2.jpg,26_Q02538_1834_3.jpg,26_Q02502_1992_1.jpg,26_Q02502_1992_2.jpg,26_Q02502_1992_3.jpg,26_Q03401_1515_1.jpg,26_Q03401_1515_2.jpg,26_Q03401_1515_3.jpg,The user is interested in understanding what a normal resting heart rate is.
Find giant teddy bears.,F0606,255,teddy bears,255_Q01478_2061_1.jpg,255_Q01478_2061_2.jpg,255_Q01478_2061_3.jpg,255_Q02811_2531_1.jpg,255_Q02811_2531_2.jpg,255_Q02811_2531_3.jpg,255_Q04229_287_1.jpg,255_Q04229_287_2.jpg,255_Q04229_287_3.jpg,255_Q03309_2541_1.jpg,255_Q03309_2541_2.jpg,255_Q03309_2541_3.jpg,Interested in exploring Build-A-Bear's selection for giant teddy bears.
What are the concerns with extracting an abscessed tooth?,F0595,253,tooth abscess,253_Q04649_707_1.jpg,253_Q04649_707_2.jpg,253_Q04649_707_3.jpg,253_Q04650_708_1.jpg,253_Q04650_708_2.jpg,253_Q04650_708_3.jpg,253_Q04648_706_1.jpg,253_Q04648_706_2.jpg,253_Q04648_706_3.jpg,253_Q00416_3670_1.jpg,253_Q00416_3670_2.jpg,253_Q00416_3670_3.jpg,Understanding concerns about the extraction of an abscessed tooth.
"Find information on organizing a raffle, for example for a charity or school.",F1045,93,raffles,93_Q04267_325_1.jpg,93_Q04267_325_2.jpg,93_Q04267_325_3.jpg,93_Q00470_2287_1.jpg,93_Q00470_2287_2.jpg,93_Q00470_2287_3.jpg,93_Q04269_327_1.jpg,93_Q04269_327_2.jpg,93_Q04269_327_3.jpg,93_Q02831_2212_1.jpg,93_Q02831_2212_2.jpg,93_Q02831_2212_3.jpg,"Gathering details about organizing an event, specifically focusing on how to run a raffle."
I'm looking for Volvo's homepage.,F0456,21,volvo,21_Q01638_6_1.jpg,21_Q01638_6_2.jpg,21_Q01638_6_3.jpg,21_Q03651_3469_1.jpg,21_Q03651_3469_2.jpg,21_Q03651_3469_3.jpg,21_Q00040_2149_1.jpg,21_Q00040_2149_2.jpg,21_Q00040_2149_3.jpg,21_Q04714_772_1.jpg,21_Q04714_772_2.jpg,21_Q04714_772_3.jpg,Locate Volvo's homepage.
When did flowering plants first appear?,F0750,294,flowering plants,294_Q00206_2826_1.jpg,294_Q00206_2826_2.jpg,294_Q00206_2826_3.jpg,294_Q04364_422_1.jpg,294_Q04364_422_2.jpg,294_Q04364_422_3.jpg,294_Q00017_1025_1.jpg,294_Q00017_1025_2.jpg,294_Q00017_1025_3.jpg,294_Q02540_2365_1.jpg,294_Q02540_2365_2.jpg,294_Q02540_2365_3.jpg,To know the origins of flowering plants in prehistoric times.
Find tips on grilling vegetables.,F0243,160,grilling,160_Q05039_1097_1.jpg,160_Q05039_1097_2.jpg,160_Q05039_1097_3.jpg,160_Q01080_591_1.jpg,160_Q01080_591_2.jpg,160_Q01080_591_3.jpg,160_Q01731_1244_1.jpg,160_Q01731_1244_2.jpg,160_Q01731_1244_3.jpg,160_Q00217_2682_1.jpg,160_Q00217_2682_2.jpg,160_Q00217_2682_3.jpg,The user is interested in getting advice and tips on how to grill vegetables effectively.
What alternatives are there for the design of a septic system?,F0230,158,septic system design,158_Q01050_1408_1.jpg,158_Q01050_1408_2.jpg,158_Q01050_1408_3.jpg,158_Q01358_3456_1.jpg,158_Q01358_3456_2.jpg,158_Q01358_3456_3.jpg,158_Q01783_2694_1.jpg,158_Q01783_2694_2.jpg,158_Q01783_2694_3.jpg,158_Q04030_88_1.jpg,158_Q04030_88_2.jpg,158_Q04030_88_3.jpg,"The user is interested in exploring different alternatives for septic system design and wants more information about specific design options, such as the choice between a single large lateral or multiple smaller laterals."
Find a picture of a carpenter bee.,F0622,259,carpenter bee,259_Q01717_3076_1.jpg,259_Q01717_3076_2.jpg,259_Q01717_3076_3.jpg,259_Q00428_3566_1.jpg,259_Q00428_3566_2.jpg,259_Q00428_3566_3.jpg,259_Q01149_1695_1.jpg,259_Q01149_1695_2.jpg,259_Q01149_1695_3.jpg,259_Q02146_1825_1.jpg,259_Q02146_1825_2.jpg,259_Q02146_1825_3.jpg,Wants pictures of carpenter bees.
Find Alexian Brothers hospitals.,F0840,46,alexian brothers hospital,46_Q01047_3399_1.jpg,46_Q01047_3399_2.jpg,46_Q01047_3399_3.jpg,46_Q00917_1909_1.jpg,46_Q00917_1909_2.jpg,46_Q00917_1909_3.jpg,46_Q03029_2327_1.jpg,46_Q03029_2327_2.jpg,46_Q03029_2327_3.jpg,46_Q02999_3773_1.jpg,46_Q02999_3773_2.jpg,46_Q02999_3773_3.jpg,Finding Alexian Brothers hospitals in their area.
I'm looking for DJs that specialize in hip-hop music.,F0085,12,djs,12_Q02239_3323_1.jpg,12_Q02239_3323_2.jpg,12_Q02239_3323_3.jpg,12_Q05175_1233_1.jpg,12_Q05175_1233_2.jpg,12_Q05175_1233_3.jpg,12_Q05179_1237_1.jpg,12_Q05179_1237_2.jpg,12_Q05179_1237_3.jpg,12_Q00802_3263_1.jpg,12_Q00802_3263_2.jpg,12_Q00802_3263_3.jpg,Interested in DJs who specialize in hip-hop music.
What DVD versions of the Doctor Zhivago movie are available?,F0450,208,doctor zhivago,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q01483_1144_1.jpg,208_Q01483_1144_2.jpg,208_Q01483_1144_3.jpg,208_Q01249_3622_1.jpg,208_Q01249_3622_2.jpg,208_Q01249_3622_3.jpg,208_Q02344_1650_1.jpg,208_Q02344_1650_2.jpg,208_Q02344_1650_3.jpg,The user is considering a specific type of movie version of Doctor Zhivago.
"Find information about Saturn's moon, Titan.",F1051,94,titan,94_Q00296_3685_1.jpg,94_Q00296_3685_2.jpg,94_Q00296_3685_3.jpg,94_Q03891_1329_1.jpg,94_Q03891_1329_2.jpg,94_Q03891_1329_3.jpg,94_Q04023_81_1.jpg,94_Q04023_81_2.jpg,94_Q04023_81_3.jpg,94_Q01058_1478_1.jpg,94_Q01058_1478_2.jpg,94_Q01058_1478_3.jpg,Learn about Saturn's moon Titan.
What's the difference between the GRE and the GMAT?,F0049,11,gmat prep classes,11_Q04747_805_1.jpg,11_Q04747_805_2.jpg,11_Q04747_805_3.jpg,11_Q00733_3285_1.jpg,11_Q00733_3285_2.jpg,11_Q00733_3285_3.jpg,11_Q01019_226_1.jpg,11_Q01019_226_2.jpg,11_Q01019_226_3.jpg,11_Q00697_1356_1.jpg,11_Q00697_1356_2.jpg,11_Q00697_1356_3.jpg,Understanding standardized tests better.
Find information about Atari arcade games.,F0777,31,atari,31_Q03011_3840_1.jpg,31_Q03011_3840_2.jpg,31_Q03011_3840_3.jpg,31_Q02410_1310_1.jpg,31_Q02410_1310_2.jpg,31_Q02410_1310_3.jpg,31_Q00144_219_1.jpg,31_Q00144_219_2.jpg,31_Q00144_219_3.jpg,31_Q05561_1619_1.jpg,31_Q05561_1619_2.jpg,31_Q05561_1619_3.jpg,Find information about Atari arcade games.
"locations and reviews of health clubs in Arkadelphia, Arkansas",F0173,143,arkadelphia health club,143_Q05535_1593_1.jpg,143_Q05535_1593_2.jpg,143_Q05535_1593_3.jpg,143_Q05539_1597_1.jpg,143_Q05539_1597_2.jpg,143_Q05539_1597_3.jpg,143_Q03236_3738_1.jpg,143_Q03236_3738_2.jpg,143_Q03236_3738_3.jpg,143_Q00742_2745_1.jpg,143_Q00742_2745_2.jpg,143_Q00742_2745_3.jpg,"Locate and review health clubs in Arkadelphia, Arkansas."
"retailers, including price information, of the HP Mini 2140 notebook computer",F0060,113,hp mini 2140,113_Q01649_2618_1.jpg,113_Q01649_2618_2.jpg,113_Q01649_2618_3.jpg,113_Q01379_2809_1.jpg,113_Q01379_2809_2.jpg,113_Q01379_2809_3.jpg,113_Q04110_168_1.jpg,113_Q04110_168_2.jpg,113_Q04110_168_3.jpg,113_Q02246_3553_1.jpg,113_Q02246_3553_2.jpg,113_Q02246_3553_3.jpg,Interested in information about retailers and pricing for the HP Mini 2140 notebook computer.
What are the options for surgically correcting CTS?,F0479,213,carpal tunnel syndrome,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,213_Q02902_1913_1.jpg,213_Q02902_1913_2.jpg,213_Q02902_1913_3.jpg,213_Q01582_455_1.jpg,213_Q01582_455_2.jpg,213_Q01582_455_3.jpg,213_Q01557_1838_1.jpg,213_Q01557_1838_2.jpg,213_Q01557_1838_3.jpg,Learn about carpal tunnel surgery options.
Find pages that give information on and evidence for continental drift.,F1002,84,continental plates,84_Q05655_1713_1.jpg,84_Q05655_1713_2.jpg,84_Q05655_1713_3.jpg,84_Q02582_2059_1.jpg,84_Q02582_2059_2.jpg,84_Q02582_2059_3.jpg,84_Q02601_2299_1.jpg,84_Q02601_2299_2.jpg,84_Q02601_2299_3.jpg,84_Q03014_3581_1.jpg,84_Q03014_3581_2.jpg,84_Q03014_3581_3.jpg,Explore the evidence for continental drift.
Find information about tendinitis in the forearms.,F1019,88,forearm pain,88_Q01464_1036_1.jpg,88_Q01464_1036_2.jpg,88_Q01464_1036_3.jpg,88_Q01540_1885_1.jpg,88_Q01540_1885_2.jpg,88_Q01540_1885_3.jpg,88_Q05050_1108_1.jpg,88_Q05050_1108_2.jpg,88_Q05050_1108_3.jpg,88_Q02670_2799_1.jpg,88_Q02670_2799_2.jpg,88_Q02670_2799_3.jpg,Finding information about tendinitis in the forearms.
How is CTS treated?,F0474,213,carpal tunnel syndrome,213_Q00519_3098_1.jpg,213_Q00519_3098_2.jpg,213_Q00519_3098_3.jpg,213_Q02389_3049_1.jpg,213_Q02389_3049_2.jpg,213_Q02389_3049_3.jpg,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,Exploring self-treatment options for carpal tunnel syndrome and gathering information about carpal tunnel treatments.
Find information about teddy bear picnics.,F0604,255,teddy bears,255_Q00092_503_1.jpg,255_Q00092_503_2.jpg,255_Q00092_503_3.jpg,255_Q02811_2531_1.jpg,255_Q02811_2531_2.jpg,255_Q02811_2531_3.jpg,255_Q02558_3419_1.jpg,255_Q02558_3419_2.jpg,255_Q02558_3419_3.jpg,255_Q00845_3375_1.jpg,255_Q00845_3375_2.jpg,255_Q00845_3375_3.jpg,Finding information about teddy bear picnics.
What movies have been made about US civil war battles?,F0286,169,battles in the civil war,169_Q02585_2856_1.jpg,169_Q02585_2856_2.jpg,169_Q02585_2856_3.jpg,169_Q01866_336_1.jpg,169_Q01866_336_2.jpg,169_Q01866_336_3.jpg,169_Q04329_387_1.jpg,169_Q04329_387_2.jpg,169_Q04329_387_3.jpg,169_Q00927_2568_1.jpg,169_Q00927_2568_2.jpg,169_Q00927_2568_3.jpg,Looking for movies that depict large battles from the US Civil War.
Find information about car raffles.,F1047,93,raffles,93_Q02992_891_1.jpg,93_Q02992_891_2.jpg,93_Q02992_891_3.jpg,93_Q00983_2179_1.jpg,93_Q00983_2179_2.jpg,93_Q00983_2179_3.jpg,93_Q04269_327_1.jpg,93_Q04269_327_2.jpg,93_Q04269_327_3.jpg,93_Q02831_2212_1.jpg,93_Q02831_2212_2.jpg,93_Q02831_2212_3.jpg,Finding information about car raffles.
Find information on the artwork used on rock music album covers.,F0312,174,rock art,174_Q02481_3238_1.jpg,174_Q02481_3238_2.jpg,174_Q02481_3238_3.jpg,174_Q04998_1056_1.jpg,174_Q04998_1056_2.jpg,174_Q04998_1056_3.jpg,174_Q02096_1790_1.jpg,174_Q02096_1790_2.jpg,174_Q02096_1790_3.jpg,174_Q05001_1059_1.jpg,174_Q05001_1059_2.jpg,174_Q05001_1059_3.jpg,Exploring art used on rock music album covers.
Find quotes from Sun Tzu.,F0652,270,sun tzu,270_Q04161_219_1.jpg,270_Q04161_219_2.jpg,270_Q04161_219_3.jpg,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,270_Q03528_1851_1.jpg,270_Q03528_1851_2.jpg,270_Q03528_1851_3.jpg,270_Q02687_1489_1.jpg,270_Q02687_1489_2.jpg,270_Q02687_1489_3.jpg,Finding quotes from Sun Tzu to understand his philosophy better.
Find reviews of PlayStation 2 games.,F0729,29,ps 2 games,29_Q04895_953_1.jpg,29_Q04895_953_2.jpg,29_Q04895_953_3.jpg,29_Q03812_570_1.jpg,29_Q03812_570_2.jpg,29_Q03812_570_3.jpg,29_Q04893_951_1.jpg,29_Q04893_951_2.jpg,29_Q04893_951_3.jpg,29_Q03756_2400_1.jpg,29_Q03756_2400_2.jpg,29_Q03756_2400_3.jpg,Find reviews of PlayStation 2 games.
"I'd like to find user reports about Windows Defender, particularly problems with the software.",F0413,20,defender,20_Q01428_3363_1.jpg,20_Q01428_3363_2.jpg,20_Q01428_3363_3.jpg,20_Q04219_277_1.jpg,20_Q04219_277_2.jpg,20_Q04219_277_3.jpg,20_Q01429_3543_1.jpg,20_Q01429_3543_2.jpg,20_Q01429_3543_3.jpg,20_Q04221_279_1.jpg,20_Q04221_279_2.jpg,20_Q04221_279_3.jpg,"The user is interested in finding information about software issues, specifically related to Windows Defender."
Find information on the artwork used on rock music album covers.,F0312,174,rock art,174_Q02481_3238_1.jpg,174_Q02481_3238_2.jpg,174_Q02481_3238_3.jpg,174_Q05001_1059_1.jpg,174_Q05001_1059_2.jpg,174_Q05001_1059_3.jpg,174_Q01450_196_1.jpg,174_Q01450_196_2.jpg,174_Q01450_196_3.jpg,174_Q01852_3873_1.jpg,174_Q01852_3873_2.jpg,174_Q01852_3873_3.jpg,To know which rock music album covers feature rock art.
What hair dye options should be considered during pregnancy?,F0537,233,hair dye,233_Q00267_3354_1.jpg,233_Q00267_3354_2.jpg,233_Q00267_3354_3.jpg,233_Q01674_2616_1.jpg,233_Q01674_2616_2.jpg,233_Q01674_2616_3.jpg,233_Q01628_2243_1.jpg,233_Q01628_2243_2.jpg,233_Q01628_2243_3.jpg,233_Q01668_2583_1.jpg,233_Q01668_2583_2.jpg,233_Q01668_2583_3.jpg,The user is interested in knowing which hair dye options are safe for use during pregnancy.
"""Find movie reviews of """"Rain Man"""".""",F0578,247,rain man,247_Q03677_3280_1.jpg,247_Q03677_3280_2.jpg,247_Q03677_3280_3.jpg,247_Q05090_1148_1.jpg,247_Q05090_1148_2.jpg,247_Q05090_1148_3.jpg,247_Q00323_2298_1.jpg,247_Q00323_2298_2.jpg,247_Q00323_2298_3.jpg,247_Q00900_352_1.jpg,247_Q00900_352_2.jpg,247_Q00900_352_3.jpg,"See reviews of the movie ""Rain Man."""
Where is tornado alley?,F0638,265,F5 tornado,265_Q04363_421_1.jpg,265_Q04363_421_2.jpg,265_Q04363_421_3.jpg,265_Q02532_1932_1.jpg,265_Q02532_1932_2.jpg,265_Q02532_1932_3.jpg,265_Q02535_3113_1.jpg,265_Q02535_3113_2.jpg,265_Q02535_3113_3.jpg,265_Q02989_1935_1.jpg,265_Q02989_1935_2.jpg,265_Q02989_1935_3.jpg,Identify the location of Tornado Alley and understand tornadoes in general.
Where can I buy teddy bears wholesale?,F0608,255,teddy bears,255_Q00401_3704_1.jpg,255_Q00401_3704_2.jpg,255_Q00401_3704_3.jpg,255_Q04230_288_1.jpg,255_Q04230_288_2.jpg,255_Q04230_288_3.jpg,255_Q00156_730_1.jpg,255_Q00156_730_2.jpg,255_Q00156_730_3.jpg,255_Q04233_291_1.jpg,255_Q04233_291_2.jpg,255_Q04233_291_3.jpg,Finding sources for purchasing teddy bears in wholesale.
How are butter and margarine made?,F0109,125,butter and margarine,125_Q05398_1456_1.jpg,125_Q05398_1456_2.jpg,125_Q05398_1456_3.jpg,125_Q05393_1451_1.jpg,125_Q05393_1451_2.jpg,125_Q05393_1451_3.jpg,125_Q03447_745_1.jpg,125_Q03447_745_2.jpg,125_Q03447_745_3.jpg,125_Q03594_381_1.jpg,125_Q03594_381_2.jpg,125_Q03594_381_3.jpg,Learn how butter and margarine are made.
How is a credit score determined?,F0359,185,credit report,185_Q03518_364_1.jpg,185_Q03518_364_2.jpg,185_Q03518_364_3.jpg,185_Q04877_935_1.jpg,185_Q04877_935_2.jpg,185_Q04877_935_3.jpg,185_Q00084_2850_1.jpg,185_Q00084_2850_2.jpg,185_Q00084_2850_3.jpg,185_Q00292_722_1.jpg,185_Q00292_722_2.jpg,185_Q00292_722_3.jpg,Understanding how credit score is calculated.
Show me teddy bears made by Gund.,F0605,255,teddy bears,255_Q00094_1640_1.jpg,255_Q00094_1640_2.jpg,255_Q00094_1640_3.jpg,255_Q02806_5_1.jpg,255_Q02806_5_2.jpg,255_Q02806_5_3.jpg,255_Q02334_1636_1.jpg,255_Q02334_1636_2.jpg,255_Q02334_1636_3.jpg,255_Q04228_286_1.jpg,255_Q04228_286_2.jpg,255_Q04228_286_3.jpg,The user is interested in purchasing teddy bears made by the brand Gund.
What are examples of the philosophy of Sun Tzu?,F0656,270,sun tzu,270_Q04166_224_1.jpg,270_Q04166_224_2.jpg,270_Q04166_224_3.jpg,270_Q00105_1001_1.jpg,270_Q00105_1001_2.jpg,270_Q00105_1001_3.jpg,270_Q03317_3154_1.jpg,270_Q03317_3154_2.jpg,270_Q03317_3154_3.jpg,270_Q01179_2542_1.jpg,270_Q01179_2542_2.jpg,270_Q01179_2542_3.jpg,"Exploring how the philosophy of Sun Tzu's ""The Art of War"" applies to daily life."
Find information about joint pain and how to treat it.,F0997,82,joints,82_Q04054_112_1.jpg,82_Q04054_112_2.jpg,82_Q04054_112_3.jpg,82_Q00246_1981_1.jpg,82_Q00246_1981_2.jpg,82_Q00246_1981_3.jpg,82_Q04052_110_1.jpg,82_Q04052_110_2.jpg,82_Q04052_110_3.jpg,82_Q04049_107_1.jpg,82_Q04049_107_2.jpg,82_Q04049_107_3.jpg,Finding information about joint pain and how to treat it.
How do you treat a hip fracture and what is the prognosis for recovery?,F0306,173,hip fractures,173_Q00404_1336_1.jpg,173_Q00404_1336_2.jpg,173_Q00404_1336_3.jpg,173_Q05441_1499_1.jpg,173_Q05441_1499_2.jpg,173_Q05441_1499_3.jpg,173_Q05444_1502_1.jpg,173_Q05444_1502_2.jpg,173_Q05444_1502_3.jpg,173_Q02338_999_1.jpg,173_Q02338_999_2.jpg,173_Q02338_999_3.jpg,"Understanding the treatment options for hip fractures, recovery outcomes, and where to get treatment."
"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,58_Q00344_945_1.jpg,58_Q00344_945_2.jpg,58_Q00344_945_3.jpg,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,58_Q01953_3747_1.jpg,58_Q01953_3747_2.jpg,58_Q01953_3747_3.jpg,58_Q04168_226_1.jpg,58_Q04168_226_2.jpg,58_Q04168_226_3.jpg,Finding images related to the animated movie Madagascar.
Find reviews of hair dye removers.,F0538,233,hair dye,233_Q05060_1118_1.jpg,233_Q05060_1118_2.jpg,233_Q05060_1118_3.jpg,233_Q03159_2206_1.jpg,233_Q03159_2206_2.jpg,233_Q03159_2206_3.jpg,233_Q00093_1905_1.jpg,233_Q00093_1905_2.jpg,233_Q00093_1905_3.jpg,233_Q03504_1502_1.jpg,233_Q03504_1502_2.jpg,233_Q03504_1502_3.jpg,Find reviews of hair dye removers.
Do the signs of a heart attack differ between men and women?,F0314,175,signs of a heartattack,175_Q05512_1570_1.jpg,175_Q05512_1570_2.jpg,175_Q05512_1570_3.jpg,175_Q03377_2930_1.jpg,175_Q03377_2930_2.jpg,175_Q03377_2930_3.jpg,175_Q05516_1574_1.jpg,175_Q05516_1574_2.jpg,175_Q05516_1574_3.jpg,175_Q05513_1571_1.jpg,175_Q05513_1571_2.jpg,175_Q05513_1571_3.jpg,Understanding how signs of a heart attack differ between men and women.
"Find information about computer worms, viruses, and spyware.",F0907,61,worm,61_Q04154_212_1.jpg,61_Q04154_212_2.jpg,61_Q04154_212_3.jpg,61_Q04149_207_1.jpg,61_Q04149_207_2.jpg,61_Q04149_207_3.jpg,61_Q01940_3699_1.jpg,61_Q01940_3699_2.jpg,61_Q01940_3699_3.jpg,61_Q00261_2582_1.jpg,61_Q00261_2582_2.jpg,61_Q00261_2582_3.jpg,Learn about computer worms and related threats.
Where can I buy tickets for Indiana State Fairgrounds events?,F0403,198,indiana state fairgrounds,198_Q01597_1420_1.jpg,198_Q01597_1420_2.jpg,198_Q01597_1420_3.jpg,198_Q05135_1193_1.jpg,198_Q05135_1193_2.jpg,198_Q05135_1193_3.jpg,198_Q02184_1938_1.jpg,198_Q02184_1938_2.jpg,198_Q02184_1938_3.jpg,198_Q00138_304_1.jpg,198_Q00138_304_2.jpg,198_Q00138_304_3.jpg,Find out where to purchase tickets for events at the Indiana State Fairgrounds.
How do you weather strip automobile windows and doors?,F0316,176,weather strip,176_Q05625_1683_1.jpg,176_Q05625_1683_2.jpg,176_Q05625_1683_3.jpg,176_Q03498_3207_1.jpg,176_Q03498_3207_2.jpg,176_Q03498_3207_3.jpg,176_Q00538_3938_1.jpg,176_Q00538_3938_2.jpg,176_Q00538_3938_3.jpg,176_Q03753_3425_1.jpg,176_Q03753_3425_2.jpg,176_Q03753_3425_3.jpg,Learn about how to weather strip automobile windows and doors.
"""What songs were sung on """"Mister Rogers' Neighborhood""""?""",F0689,278,mister rogers,278_Q00209_2861_1.jpg,278_Q00209_2861_2.jpg,278_Q00209_2861_3.jpg,278_Q00067_3026_1.jpg,278_Q00067_3026_2.jpg,278_Q00067_3026_3.jpg,278_Q00593_3079_1.jpg,278_Q00593_3079_2.jpg,278_Q00593_3079_3.jpg,278_Q02560_3577_1.jpg,278_Q02560_3577_2.jpg,278_Q02560_3577_3.jpg,Exploring songs from Mister Rogers' Neighborhood.
Who was Boris Pasternak and how did his life affect his book?,F0449,208,doctor zhivago,208_Q04316_374_1.jpg,208_Q04316_374_2.jpg,208_Q04316_374_3.jpg,208_Q02645_2118_1.jpg,208_Q02645_2118_2.jpg,208_Q02645_2118_3.jpg,208_Q02203_65_1.jpg,208_Q02203_65_2.jpg,208_Q02203_65_3.jpg,208_Q01279_1726_1.jpg,208_Q01279_1726_2.jpg,208_Q01279_1726_3.jpg,The user is interested in how Boris Pasternak's life affected his book.
What treatments are available for Barrett's Esophagus?,F0598,254,barrett's esophagus,254_Q03833_1985_1.jpg,254_Q03833_1985_2.jpg,254_Q03833_1985_3.jpg,254_Q00392_224_1.jpg,254_Q00392_224_2.jpg,254_Q00392_224_3.jpg,254_Q03350_1759_1.jpg,254_Q03350_1759_2.jpg,254_Q03350_1759_3.jpg,254_Q03707_997_1.jpg,254_Q03707_997_2.jpg,254_Q03707_997_3.jpg,The user is interested in knowing what treatments are available for Barrett's Esophagus.
I'm looking for companies that manufacture residential toilets.,F0811,4,toilet,4_Q04767_825_1.jpg,4_Q04767_825_2.jpg,4_Q04767_825_3.jpg,4_Q03376_3357_1.jpg,4_Q03376_3357_2.jpg,4_Q03376_3357_3.jpg,4_Q01378_1600_1.jpg,4_Q01378_1600_2.jpg,4_Q01378_1600_3.jpg,4_Q01533_2264_1.jpg,4_Q01533_2264_2.jpg,4_Q01533_2264_3.jpg,Exploring companies that manufacture residential toilets.
