id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3
2069,I'm looking for locations of Starbucks stores worldwide.,F0651,27,starbucks,Would you like to see Starbucks drinks?,"No, I’m focusing on finding Starbucks store locations right now.",Q04743,27_Q04743_801_1.jpg,27_Q04743_801_2.jpg,27_Q04743_801_3.jpg,are you looking for a recipe,"I'm interested in finding specific store locations, but it's not about recipes for me.",Q00660,27_Q00660_277_1.jpg,27_Q00660_277_2.jpg,27_Q00660_277_3.jpg,Would you like to see starbucks benefits?,Yes. But I'm more interested in knowing the worldwide locations of Starbucks,Q04745,27_Q04745_803_1.jpg,27_Q04745_803_2.jpg,27_Q04745_803_3.jpg
2070,I'm looking for locations of Starbucks stores worldwide.,F0651,27,starbucks,is there a specific starbucks product you need information on,"No, I'm focused on finding Starbucks store locations.",Q02602,27_Q02602_1714_1.jpg,27_Q02602_1714_2.jpg,27_Q02602_1714_3.jpg,do you want to see the starbucks menu,"I'm primarily interested in store locations, not the menu items.",Q02446,27_Q02446_970_1.jpg,27_Q02446_970_2.jpg,27_Q02446_970_3.jpg,Would you like to see starbucks benefits?,Yes. But I'm more interested in knowing the worldwide locations of Starbucks,Q04745,27_Q04745_803_1.jpg,27_Q04745_803_2.jpg,27_Q04745_803_3.jpg
2071,Find quotes from Sun Tzu.,F0652,270,sun tzu,are you more interested in how art of war philosophy applies to your daily life,"No, I don't find that applicable to my daily life.",Q01179,270_Q01179_2542_1.jpg,270_Q01179_2542_2.jpg,270_Q01179_2542_3.jpg,would you like to see quotes by sun tzu,"I have an interest in quotes that offer insights and wisdom, particularly those attributed to a renowned strategist.",Q03873,270_Q03873_2701_1.jpg,270_Q03873_2701_2.jpg,270_Q03873_2701_3.jpg,want to see some examples of his philosophy,I would like to find quotes from Sun Tzu to see some examples of his philosophy.,Q02687,270_Q02687_1489_1.jpg,270_Q02687_1489_2.jpg,270_Q02687_1489_3.jpg
2072,Find quotes from Sun Tzu.,F0652,270,sun tzu,Are you interested in Sun Tzu's life?,"No, I'm focused on finding quotes at the moment.",Q04161,270_Q04161_219_1.jpg,270_Q04161_219_2.jpg,270_Q04161_219_3.jpg,would you like to know if hes chinese of japanese,"I am interested in something specific related to Sun Tzu, but I'm not looking to discuss his nationality.",Q03497,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,want to see some examples of his philosophy,I'm interested in finding quotes from Sun Tzu to see some examples of his philosophy.,Q02687,270_Q02687_1489_1.jpg,270_Q02687_1489_2.jpg,270_Q02687_1489_3.jpg
2073,Find quotes from Sun Tzu.,F0652,270,sun tzu,are you interested in a specific aspect of his life,"No, I'm not focusing on that aspect of his life at the moment.",Q00105,270_Q00105_1001_1.jpg,270_Q00105_1001_2.jpg,270_Q00105_1001_3.jpg,would you like to know if hes chinese of japanese,I'm not interested in that detail right now; my focus is on exploring some of Sun Tzu's insights.,Q03497,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,would you like to see quotes by sun tzu,iam interested in finding quotes  from Sun Tzu,Q03873,270_Q03873_2701_1.jpg,270_Q03873_2701_2.jpg,270_Q03873_2701_3.jpg
2074,Find quotes from Sun Tzu.,F0652,270,sun tzu,Do you want to research the Chinese eras that used Sun Tzu's book?,"No, I am focusing on the specific quotes from Sun Tzu.",Q04166,270_Q04166_224_1.jpg,270_Q04166_224_2.jpg,270_Q04166_224_3.jpg,are you asking about sun tzu in rise of kingdoms,"I’m interested in quotes from a certain historical figure, rather than from a specific game context.",Q00031,270_Q00031_743_1.jpg,270_Q00031_743_2.jpg,270_Q00031_743_3.jpg,Would you like to see some quotes by Sun Tzu?,"Yes, I would like to find quotes from Sun Tzu.",Q04164,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg
2075,Find quotes from Sun Tzu.,F0652,270,sun tzu,Do you want to research the Chinese eras that used Sun Tzu's book?,"No, that's not what I'm focusing on right now.",Q04166,270_Q04166_224_1.jpg,270_Q04166_224_2.jpg,270_Q04166_224_3.jpg,Are you looking for Sun Tzu's influence?,I just needed some specific quotes from him for reference.,Q04163,270_Q04163_221_1.jpg,270_Q04163_221_2.jpg,270_Q04163_221_3.jpg,are you asking about sun tzu in rise of kingdoms,"No, I'm actually looking to find quotes from Sun Tzu.",Q00031,270_Q00031_743_1.jpg,270_Q00031_743_2.jpg,270_Q00031_743_3.jpg
2076,"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,which of sun tzus writings are you interested in,"No, I'm not interested in other writings at this time.",Q03044,270_Q03044_2981_1.jpg,270_Q03044_2981_2.jpg,270_Q03044_2981_3.jpg,Are you interested in Sun Tzu's life?,I'm primarily interested in exploring the themes and strategies within the text.,Q04161,270_Q04161_219_1.jpg,270_Q04161_219_2.jpg,270_Q04161_219_3.jpg,want to see some examples of his philosophy,"I'm looking to find commentary on Sun Tzu's ""The Art of War"" to explore examples of his philosophy.",Q02687,270_Q02687_1489_1.jpg,270_Q02687_1489_2.jpg,270_Q02687_1489_3.jpg
2077,"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,would you like to know if hes chinese of japanese,"No, I am not interested in that aspect.",Q03497,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,would you like to buy the book the art of war,I'm interested in finding a specific type of book that offers insights and analysis.,Q03317,270_Q03317_3154_1.jpg,270_Q03317_3154_2.jpg,270_Q03317_3154_3.jpg,are you interested in books written about sun tzu,"Yes, I am interested in finding commentary on Sun Tzu's ""The Art of War.""",Q00157,270_Q00157_2113_1.jpg,270_Q00157_2113_2.jpg,270_Q00157_2113_3.jpg
2078,"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,Would you like to see some quotes by Sun Tzu?,"No, I'm specifically looking for commentary on ""The Art of War"".",Q04164,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,would you like to know more about his life,I'm primarily seeking commentary on the text itself rather than personal details about the author.,Q03528,270_Q03528_1851_1.jpg,270_Q03528_1851_2.jpg,270_Q03528_1851_3.jpg,are you interested in books written about sun tzu,"I'm really interested in finding commentary on Sun Tzu's ""The Art of War.""",Q00157,270_Q00157_2113_1.jpg,270_Q00157_2113_2.jpg,270_Q00157_2113_3.jpg
2079,"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,are you more interested in anecdotal aspects of his life,"No, I am not focusing on his personal experiences.",Q01177,270_Q01177_3174_1.jpg,270_Q01177_3174_2.jpg,270_Q01177_3174_3.jpg,what areas of sun tzus life are you most interested in knowng more about,I need some insights on a specific work that is quite influential.,Q02724,270_Q02724_2058_1.jpg,270_Q02724_2058_2.jpg,270_Q02724_2058_3.jpg,want to see some examples of his philosophy,"I would like to find commentary on Sun Tzu's ""The Art of War"" to see some examples of his philosophy.",Q02687,270_Q02687_1489_1.jpg,270_Q02687_1489_2.jpg,270_Q02687_1489_3.jpg
2080,"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,Do you want to research the Chinese eras that used Sun Tzu's book?,"No, I am focused on finding commentary on the text itself.",Q04166,270_Q04166_224_1.jpg,270_Q04166_224_2.jpg,270_Q04166_224_3.jpg,are you more interested in how to apply sun tzu philosophy to a business,I’d be interested in exploring different perspectives related to Sun Tzu’s philosophy.,Q01180,270_Q01180_1257_1.jpg,270_Q01180_1257_2.jpg,270_Q01180_1257_3.jpg,want to see some examples of his philosophy,"I'm interested in finding commentary on Sun Tzu's ""The Art of War"" to see some examples of his philosophy.",Q02687,270_Q02687_1489_1.jpg,270_Q02687_1489_2.jpg,270_Q02687_1489_3.jpg
2081,"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,are you more interested in how to apply sun tzu philosophy to a business,"No, I'm more interested in commentary about the text itself.",Q01180,270_Q01180_1257_1.jpg,270_Q01180_1257_2.jpg,270_Q01180_1257_3.jpg,are you interested in a specific aspect of his life,"For now, I am focused on exploring insights from the text itself rather than delving into his personal history.",Q00105,270_Q00105_1001_1.jpg,270_Q00105_1001_2.jpg,270_Q00105_1001_3.jpg,Would you like to see some quotes by Sun Tzu?,"No. I would like commentary from ""The Art of War"".",Q04164,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg
2082,"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,would you like to know if hes chinese of japanese,"No, I am not interested in that aspect.",Q03497,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,what areas of sun tzus life are you most interested in knowng more about,I am interested in understanding more about a specific work of Sun Tzu.,Q02724,270_Q02724_2058_1.jpg,270_Q02724_2058_2.jpg,270_Q02724_2058_3.jpg,Are you looking for the writings of Sun Tzu?,"Yes, the Art of War by Sun Tzu.",Q04162,270_Q04162_220_1.jpg,270_Q04162_220_2.jpg,270_Q04162_220_3.jpg
2083,"""Find commentary on Sun Tzu's """"The Art of War"""".""",F0653,270,sun tzu,would you like to know more about his life,"No, I am not interested in that.",Q03528,270_Q03528_1851_1.jpg,270_Q03528_1851_2.jpg,270_Q03528_1851_3.jpg,Are you looking for Sun Tzu's influence?,I am interested in exploring different viewpoints on it.,Q04163,270_Q04163_221_1.jpg,270_Q04163_221_2.jpg,270_Q04163_221_3.jpg,would you like to read a book he wrote,"No, I want commentary on the book that you showed me.",Q03778,270_Q03778_1059_1.jpg,270_Q03778_1059_2.jpg,270_Q03778_1059_3.jpg
2084,"""How does Sun Tzu's """"The Art of War"""" apply to business?""",F0654,270,sun tzu,Would you like to see some quotes by Sun Tzu?,"No, I’m not interested in quotes at this time.",Q04164,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,would you like to see quotes by sun tzu,I'm interested in understanding the application of Sun Tzu's principles in a business context.,Q03873,270_Q03873_2701_1.jpg,270_Q03873_2701_2.jpg,270_Q03873_2701_3.jpg,Do you want to research the Chinese eras that used Sun Tzu's book?,"No, i want to know how the Art of War applies to business.",Q04166,270_Q04166_224_1.jpg,270_Q04166_224_2.jpg,270_Q04166_224_3.jpg
2085,"""How does Sun Tzu's """"The Art of War"""" apply to business?""",F0654,270,sun tzu,Would you like to see some quotes by Sun Tzu?,"No, I'm not interested in quotes at this time.",Q04164,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,would you like to know more about his life,I'm interested in how certain philosophies can influence strategic thinking in business contexts.,Q03528,270_Q03528_1851_1.jpg,270_Q03528_1851_2.jpg,270_Q03528_1851_3.jpg,Do you want to research the Chinese eras that used Sun Tzu's book?,No.,Q04166,270_Q04166_224_1.jpg,270_Q04166_224_2.jpg,270_Q04166_224_3.jpg
2086,"""How does Sun Tzu's """"The Art of War"""" apply to business?""",F0654,270,sun tzu,Would you like to see some quotes by Sun Tzu?,"No, I’m not interested in quotes at the moment.",Q04164,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,are you interested in books written about sun tzu,I'm curious about how this book can be relevant in the context of business.,Q00157,270_Q00157_2113_1.jpg,270_Q00157_2113_2.jpg,270_Q00157_2113_3.jpg,are you more interested in how to apply sun tzu philosophy to a business,"Yes, I am interested in how Sun Tzu's ""The Art of War"" applies to business.",Q01180,270_Q01180_1257_1.jpg,270_Q01180_1257_2.jpg,270_Q01180_1257_3.jpg
2087,"""How does Sun Tzu's """"The Art of War"""" apply to business?""",F0654,270,sun tzu,are you interested in learning more about sun tzus art of war,"No, I'm focused on understanding its relevance to business strategies.",Q00299,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg,would you like to buy the book the art of war,"I appreciate the offer, but I'm exploring other options for resources related to strategy.",Q03317,270_Q03317_3154_1.jpg,270_Q03317_3154_2.jpg,270_Q03317_3154_3.jpg,would you like to known tzus philosophies on war,"Yes, I would like to know how Sun Tzu's philosophies on war apply to business.",Q03730,270_Q03730_1089_1.jpg,270_Q03730_1089_2.jpg,270_Q03730_1089_3.jpg
2088,"""How does Sun Tzu's """"The Art of War"""" apply to business?""",F0654,270,sun tzu,Would you like to see some quotes by Sun Tzu?,"No, I'm not interested in quotes at the moment.",Q04164,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,would you like to see quotes by sun tzu,I'm interested in exploring how strategic principles can be applied in a business context.,Q03873,270_Q03873_2701_1.jpg,270_Q03873_2701_2.jpg,270_Q03873_2701_3.jpg,are you interested in learning more about sun tzus art of war,No. I want to know how it applies to business.,Q00299,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg
2089,"""How does Sun Tzu's """"The Art of War"""" apply to business?""",F0654,270,sun tzu,Would you like to see some quotes by Sun Tzu?,"No, I'm not interested in quotes at this time.",Q04164,270_Q04164_222_1.jpg,270_Q04164_222_2.jpg,270_Q04164_222_3.jpg,which of sun tzus writings are you interested in,I'm interested in exploring some of Sun Tzu's concepts related to strategy and competition in a business context.,Q03044,270_Q03044_2981_1.jpg,270_Q03044_2981_2.jpg,270_Q03044_2981_3.jpg,would you like to know more about his life,I'd like to know about his philosophy applied to business.,Q03528,270_Q03528_1851_1.jpg,270_Q03528_1851_2.jpg,270_Q03528_1851_3.jpg
2090,"""How does Sun Tzu's """"The Art of War"""" apply to business?""",F0654,270,sun tzu,would you like to know more about his life,"No, I am not interested in learning more about his life.",Q03528,270_Q03528_1851_1.jpg,270_Q03528_1851_2.jpg,270_Q03528_1851_3.jpg,would you like to see quotes by sun tzu,I am not particularly interested in quotes at this moment.,Q03873,270_Q03873_2701_1.jpg,270_Q03873_2701_2.jpg,270_Q03873_2701_3.jpg,are you interested in learning more about sun tzus art of war,No. I want to know how it applies to business.,Q00299,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg
2091,Find comparisons of Sun Tzu and Machiavelli.,F0655,270,sun tzu,would you like to know if hes chinese of japanese,"No, that information is not relevant to my interests.",Q03497,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,are you more interested in how art of war philosophy applies to your daily life,"I am not particularly focused on applying that philosophy to my everyday life, but I do find some of the ideas intriguing.",Q01179,270_Q01179_2542_1.jpg,270_Q01179_2542_2.jpg,270_Q01179_2542_3.jpg,are you interested in learning more about sun tzus art of war,I'd like to see comparisons with machiavelli.,Q00299,270_Q00299_562_1.jpg,270_Q00299_562_2.jpg,270_Q00299_562_3.jpg
2092,Find comparisons of Sun Tzu and Machiavelli.,F0655,270,sun tzu,Are you looking for the writings of Sun Tzu?,"No, I am focused on comparisons between Sun Tzu and Machiavelli.",Q04162,270_Q04162_220_1.jpg,270_Q04162_220_2.jpg,270_Q04162_220_3.jpg,would you like to know if hes chinese of japanese,I'm more interested in understanding their philosophies rather than their nationalities.,Q03497,270_Q03497_3037_1.jpg,270_Q03497_3037_2.jpg,270_Q03497_3037_3.jpg,what areas of sun tzus life are you most interested in knowng more about,I actually want a comparison between Sun Tzu and Machiavelli.,Q02724,270_Q02724_2058_1.jpg,270_Q02724_2058_2.jpg,270_Q02724_2058_3.jpg
